,,,M卷,,,,,,,,,,,,,,
,,,姓名,26,27,28,29,30,31,32,33,34,35,36,37,38,39
AB卷,年级,院区,标准答案,A,E,C,A,D,B,D,C,D,B,C,D,C,A
A,1,A,1,2,2,0,0,0,2,2,2,2,0,2,2,0,2
A,2,A,2,2,2,2,0,2,2,0,2,2,0,2,2,2,2
A,2,A,3,2,0,2,0,0,2,2,2,2,0,2,0,0,2
A,1,A,4,2,0,2,0,0,0,2,2,0,0,0,2,0,2
A,1,A,5,0,2,0,2,0,2,2,2,2,0,2,2,0,2
A,1,A,6,2,0,0,0,2,2,2,0,2,2,2,2,0,2
A,2,A,7,2,2,2,0,0,2,2,2,2,0,0,2,2,2
A,3,A,8,2,2,0,0,2,2,2,2,2,0,2,2,2,2
A,3,A,9,0,2,0,0,2,2,0,0,2,0,0,2,2,2
A,2,A,10,0,2,2,0,2,2,2,0,2,2,2,2,2,2
A,1,A,11,0,0,0,2,0,2,2,2,0,2,2,2,0,2
A,2,A,12,2,0,2,0,0,2,0,2,2,0,2,2,0,2
A,1,B,13,0,2,2,0,0,0,2,2,2,0,0,2,2,2
A,2,A,14,0,2,2,0,0,0,2,2,0,2,2,2,2,2
A,1,B,15,2,2,2,0,0,2,2,2,2,0,2,0,2,2
A,1,B,16,0,2,0,0,2,2,2,2,2,0,2,2,2,2
A,2,B,17,0,2,0,0,0,0,0,0,2,2,2,0,0,0
A,1,B,18,0,2,2,0,0,2,2,2,2,0,2,2,0,2
A,3,B,19,2,0,0,0,0,2,2,2,2,0,2,2,2,2
A,3,B,20,0,2,0,0,0,2,2,2,2,2,2,2,2,2
A,3,A,21,2,2,2,0,0,2,2,2,2,2,0,2,2,2
A,2,A,22,0,0,2,2,0,2,0,0,0,2,0,0,0,0
A,2,B,23,2,2,2,2,2,2,2,2,2,2,2,2,2,2
A,2,B,24,0,2,2,2,2,2,2,2,2,2,2,2,2,2
A,3,B,25,0,2,2,2,2,2,2,2,0,2,2,2,2,2
B,1,A,26,0,2,0,2,0,2,2,0,2,0,2,0,2,2
B,3,A,27,0,2,0,0,0,2,2,2,2,2,2,2,2,2
B,3,A,28,2,2,0,0,0,2,2,2,2,2,2,2,0,2
B,2,B,29,2,2,2,0,2,2,2,2,2,2,2,2,2,2
B,2,B,30,2,2,2,0,0,2,2,2,2,0,2,2,0,2
B,1,B,31,2,2,0,0,0,2,0,2,2,0,2,2,2,2
B,1,B,32,0,2,2,0,0,2,2,0,2,0,0,2,2,2
B,1,A,33,0,2,2,0,0,2,2,2,2,0,2,2,2,2
B,2,A,34,2,2,2,0,0,2,2,2,2,0,2,2,2,2
B,2,B,35,0,2,0,0,2,2,2,2,2,2,2,2,2,2
B,1,B,36,2,2,2,2,2,2,2,2,0,0,2,2,2,2
B,2,B,37,0,2,2,0,0,2,2,2,2,2,2,0,2,2
B,2,A,38,0,2,2,0,0,0,2,2,2,0,0,2,0,2
B,3,B,39,0,0,2,2,0,2,2,0,2,0,2,2,0,2
B,2,A,40,0,2,2,0,2,2,2,2,2,0,2,2,2,2
B,2,A,41,2,0,0,0,0,0,2,0,2,0,0,0,2,2
B,2,A,42,0,0,0,0,0,2,2,2,2,0,2,0,2,2
B,3,A,43,0,0,2,2,0,0,0,0,2,0,0,0,0,0
B,1,A,44,0,2,0,0,0,0,0,2,2,0,2,0,2,2
B,1,A,45,2,0,0,0,0,0,2,0,2,0,2,2,0,2
B,2,A,46,2,0,2,2,0,0,2,0,2,0,0,0,2,2
B,1,A,47,2,2,0,2,0,2,2,0,2,2,0,2,2,2
B,1,A,48,0,2,2,2,0,0,2,2,2,2,2,2,2,2
B,1,A,49,0,2,0,0,0,2,0,2,0,2,0,2,2,2
B,3,A,50,0,0,0,0,0,0,2,2,2,0,2,2,2,2
,,,,44,72,56,26,26,76,82,74,86,38,74,78,68,94
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
